6317
1	5894
2	5295
3	9555
4	5909
5	792
6	8199
7	8579
8	2412
9	9715
10	6728
11	1214
12	10050
13	1878
14	8061
15	3400
16	1808
17	7209
18	701
19	7101
20	2736
21	3924
22	1489
23	2114
24	4736
25	6960
26	9740
27	162
28	518
29	6488
30	6637
31	2171
32	3727
33	2923
34	8603
35	9378
36	6668
37	3012
38	3985
39	4277
40	5920
41	2378
42	282
43	7079
44	5721
45	7672
46	10128
47	2476
48	164
49	5626
50	8209
51	448
52	6592
53	6255
54	2781
55	2503
56	4411
57	9240
58	328
59	4762
60	7306
61	659
62	9952
63	1973
64	10138
65	2526
66	3146
67	3209
68	4136
69	226
70	7554
71	5985
72	2350
73	1902
74	6754
75	262
76	1068
77	6156
78	5825
79	4048
80	7453
81	1012
82	3189
83	8421
84	466
85	5812
86	9828
87	7191
88	2841
89	4215
90	5697
91	9624
92	9613
93	230
94	831
95	3341
96	663
97	3459
98	7601
99	6007
100	738
101	952
102	608
103	9938
104	1709
105	8041
106	267
107	285
108	4641
109	9383
110	69
111	4683
112	2107
113	3251
114	3282
115	3233
116	3033
117	3970
118	2741
119	9730
120	7513
121	2873
122	4108
123	9448
124	2936
125	4444
126	6145
127	9600
128	9981
129	3388
130	7543
131	1277
132	578
133	5289
134	1901
135	10015
136	8427
137	6497
138	6614
139	520
140	7030
141	7018
142	3773
143	6173
144	3948
145	2304
146	132
147	8553
148	1375
149	4286
150	1533
151	949
152	10109
153	6761
154	4120
155	3171
156	8583
157	2742
158	1270
159	1848
160	2959
161	5970
162	8490
163	292
164	4234
165	6978
166	1629
167	9902
168	9887
169	1106
170	645
171	6279
172	1193
173	2907
174	3715
175	2150
176	139
177	9238
178	2875
179	6538
180	877
181	2049
182	5883
183	8416
184	813
185	4010
186	7360
187	6790
188	1838
189	7188
190	9430
191	7415
192	5788
193	3085
194	812
195	3811
196	6800
197	9549
198	7446
199	514
200	8547
201	8333
202	3441
203	184
204	5839
205	3988
206	9351
207	3065
208	191
209	11
210	168
211	1057
212	9764
213	6476
214	1076
215	2387
216	6788
217	2788
218	9441
219	1791
220	9394
221	1716
222	3703
223	7474
224	2424
225	889
226	10129
227	9815
228	9374
229	1236
230	2466
231	9264
232	5905
233	7092
234	1165
235	2104
236	7781
237	729
238	7802
239	6029
240	7579
241	5817
242	9913
243	2905
244	1865
245	6469
246	2768
247	5686
248	9385
249	2811
250	5605
251	3089
252	8462
253	2173
254	6382
255	9944
256	10135
257	2053
258	9741
259	5962
260	1284
261	183
262	1598
263	7010
264	3450
265	3670
266	8534
267	8529
268	7287
269	580
270	3741
271	1890
272	9487
273	3298
274	1071
275	7136
276	1115
277	1137
278	274
279	6868
280	5786
281	7303
282	7268
283	6888
284	6859
285	9821
286	1077
287	5824
288	2680
289	5954
290	9957
291	559
292	3591
293	3836
294	88
295	8527
296	185
297	9435
298	1163
299	333
300	1526
301	6760
302	7046
303	7471
304	6957
305	7116
306	512
307	7163
308	4585
309	9282
310	1710
311	772
312	6244
313	7462
314	7506
315	6580
316	10155
317	8535
318	7028
319	9529
320	9933
321	3903
322	6066
323	9699
324	4188
325	3547
326	7141
327	1258
328	2036
329	10073
330	2172
331	2538
332	7317
333	9315
334	2091
335	5609
336	740
337	8504
338	545
339	99
340	1180
341	5814
342	2234
343	1007
344	2911
345	9988
346	436
347	2964
348	499
349	9561
350	6282
351	6794
352	8444
353	9316
354	2453
355	9472
356	9305
357	8521
358	2255
359	840
360	809
361	123
362	9477
363	9476
364	5717
365	5798
366	9230
367	9552
368	373
369	6273
370	4308
371	5775
372	4745
373	6465
374	5649
375	2695
376	5250
377	9357
378	10127
379	9635
380	6542
381	2951
382	4541
383	6031
384	1760
385	2519
386	7083
387	334
388	4191
389	6010
390	8537
391	653
392	7305
393	7001
394	50
395	5374
396	486
397	9934
398	5533
399	6830
400	9303
401	1145
402	4372
403	9196
404	2207
405	942
406	7205
407	1951
408	9258
409	105
410	6985
411	7773
412	1176
413	5037
414	5826
415	6045
416	6945
417	5847
418	2953
419	1911
420	433
421	5931
422	9322
423	424
424	4751
425	3431
426	5
427	8483
428	7289
429	76
430	9562
431	7368
432	7365
433	3075
434	5527
435	7780
436	6138
437	1232
438	8520
439	4221
440	2167
441	3981
442	8406
443	3379
444	9727
445	96
446	6338
447	1713
448	7667
449	9985
450	7109
451	7605
452	256
453	7610
454	87
455	7800
456	9434
457	4284
458	6839
459	5264
460	2971
461	1778
462	4413
463	3339
464	4639
465	2798
466	6293
467	2195
468	8397
469	259
470	7515
471	3775
472	7269
473	8486
474	5937
475	2525
476	9914
477	10058
478	5994
479	8393
480	5849
481	790
482	660
483	6877
484	2812
485	5665
486	8355
487	7429
488	4115
489	4685
490	10064
491	6567
492	8513
493	2650
494	3354
495	2840
496	6438
497	3589
498	7383
499	5690
500	7619
501	2863
502	6852
503	7061
504	646
505	2759
506	9735
507	6954
508	8107
509	9277
510	1614
